,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
886,Tata Indica Vista Aqua TDI BSIII,2013,390000,110000,Diesel,Dealer,Manual,Second Owner
887,Maruti Alto LXi,2014,250000,70000,Petrol,Individual,Manual,First Owner
888,Honda Jazz 1.2 VX i VTEC,2007,625000,30000,Petrol,Individual,Manual,First Owner
889,Hyundai i10 Magna,2006,260000,70000,Petrol,Individual,Manual,First Owner
890,Maruti Zen Estilo 1.1 LXI BSIII,2006,310000,129627,Diesel,Individual,Manual,First Owner
891,Hyundai Verna CRDi 1.6 SX,2014,750000,70000,Petrol,Individual,Manual,First Owner
892,Renault Lodgy Stepway 85PS RXZ 8S,2015,750000,60000,Diesel,Individual,Manual,First Owner
893,Audi A6 2.0 TDI Premium Plus,2017,130000,20000,Diesel,Individual,Manual,Third Owner
894,Maruti Ritz LXi,2014,940000,58850,Diesel,Individual,Manual,Second Owner
895,Ford Figo Aspire 1.2 Ti-VCT Trend,2017,370000,40000,Petrol,Individual,Manual,First Owner
896,Maruti Alto 800 VXI,2007,550000,100000,Diesel,Individual,Manual,First Owner
897,Honda City i DTEC VX,2017,900000,400000,Diesel,Individual,Manual,First Owner
898,Maruti Zen Estilo LXI Green (CNG),2018,48000,101000,Diesel,Dealer,Manual,First Owner
899,Tata Manza ELAN Quadrajet BS IV,2007,125000,60000,Petrol,Individual,Manual,First Owner
900,Hyundai Elite i20 Sportz Plus BSIV,2017,840000,25000,Diesel,Dealer,Manual,First Owner
901,Maruti Celerio Green VXI,2019,133000,170000,Diesel,Individual,Manual,First Owner
902,Chevrolet Cruze LTZ AT,2007,175000,33100,Diesel,Individual,Manual,First Owner
903,Hyundai i20 1.4 Sportz,2012,880000,10000,Diesel,Individual,Manual,Second Owner
904,Maruti Wagon R LXI DUO BSIII,2010,315000,6000,Diesel,Trustmark Dealer,Automatic,First Owner
905,Maruti Ciaz VDI SHVS,2007,850000,60000,Diesel,Individual,Automatic,Second Owner
906,Maruti SX4 Celebration Diesel,2007,500000,4000,Petrol,Individual,Manual,First Owner
907,Maruti Zen LX,2010,1400000,112198,Diesel,Individual,Manual,First Owner
908,Chevrolet Aveo U-VA 1.2 LS,2008,190000,40700,Diesel,Dealer,Manual,Third Owner
909,Tata Indica Vista Quadrajet VX,2010,3500000,24662,Diesel,Individual,Manual,First Owner
910,Hyundai Santro Xing XL eRLX Euro III,2016,60000,110000,Petrol,Dealer,Manual,First Owner
911,Ford Figo Titanium,2013,750000,90000,Diesel,Individual,Manual,First Owner
912,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2017,210000,110000,Diesel,Individual,Manual,First Owner
913,Maruti Ertiga 1.5 VDI,2014,125000,140000,Diesel,Trustmark Dealer,Manual,First Owner
914,Mahindra Bolero Power Plus ZLX,2005,225000,11200,Petrol,Individual,Manual,Second Owner
915,Maruti Ertiga VXI CNG,2007,1300000,65000,Diesel,Dealer,Manual,First Owner
916,Honda Jazz 1.5 E i DTEC,2016,290000,68000,Petrol,Individual,Manual,First Owner
917,Chevrolet Aveo U-VA 1.2 LS,2007,229999,28481,Diesel,Individual,Manual,Second Owner
918,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2015,425000,10000,Diesel,Individual,Manual,First Owner
919,Audi A4 3.0 TDI Quattro,2010,120000,120000,Petrol,Individual,Manual,First Owner
920,Honda City 1.5 GXI,2007,92800,32260,Diesel,Individual,Manual,First Owner
921,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2015,450000,110000,Diesel,Individual,Manual,First Owner
922,Toyota Etios GD,2007,310000,35000,Petrol,Individual,Manual,Second Owner
923,Chevrolet Beat Diesel LS,2010,150000,30000,Diesel,Individual,Manual,First Owner
924,Audi A4 35 TDI Premium,2014,248000,150000,Petrol,Individual,Manual,First Owner
925,Maruti Alto 800 VXI,2017,60000,35000,Diesel,Individual,Manual,First Owner
926,Honda City 1.5 V AT,2017,170000,25000,Diesel,Individual,Manual,First Owner
927,Chevrolet Beat Diesel LS,2012,125000,110000,Petrol,Individual,Manual,Second Owner
928,Renault Duster 85PS Diesel RxL,2011,1050000,19000,Petrol,Dealer,Manual,First Owner
929,Volkswagen Polo 1.2 MPI Highline,2012,1600000,40000,Diesel,Individual,Automatic,First Owner
930,Maruti Ciaz 1.4 AT Zeta,2007,199000,100000,Petrol,Individual,Manual,First Owner
931,Toyota Fortuner 2.8 4WD AT BSIV,2010,790000,50699,Diesel,Individual,Manual,First Owner
932,Maruti Ciaz ZDi,2018,1580000,78413,Diesel,Individual,Manual,Second Owner
933,Honda WR-V i-VTEC VX,2017,240000,77000,Petrol,Dealer,Manual,First Owner
934,Skoda Rapid 1.6 TDI Ambition,2007,80000,120000,Diesel,Individual,Manual,First Owner
935,Maruti 800 Std,2018,60000,80000,Petrol,Individual,Manual,Second Owner
936,Maruti Ritz VXi,2016,655000,230000,Diesel,Individual,Manual,First Owner
937,Ford Figo Aspire 1.2 Ti-VCT Trend,2007,385000,60000,Diesel,Individual,Manual,Third Owner
938,Hyundai i20 Asta (o),2015,60000,40000,Diesel,Individual,Manual,Second Owner
939,Toyota Corolla Executive (HE),2008,305000,49824,LPG,Trustmark Dealer,Manual,First Owner
940,Maruti Ritz VXi,2018,700000,120000,Petrol,Individual,Manual,First Owner
941,Mahindra Jeep CL 500 MDI,2015,175000,60000,Petrol,Individual,Manual,Second Owner
942,Datsun RediGO 1.0 S,2019,700000,66066,Petrol,Individual,Manual,First Owner
943,Mahindra Scorpio SLE BSIV,2007,80000,58000,Petrol,Dealer,Manual,First Owner
944,Honda Amaze E i-Dtech,2014,419000,10510,Diesel,Individual,Manual,First Owner
945,Renault Fluence 1.5,2014,60000,70000,Diesel,Individual,Manual,First Owner
946,Hyundai Santro Sportz AMT,2017,195000,114000,Diesel,Individual,Manual,Third Owner
947,Honda City i-VTEC ZX,2017,250000,10000,Diesel,Individual,Manual,First Owner
948,Maruti Swift Dzire VDI,2017,450000,65000,Diesel,Individual,Manual,First Owner
949,Volkswagen Jetta 2.0L TDI Highline AT,2011,2300000,45974,Diesel,Individual,Manual,First Owner
950,MG Hector Smart AT,2012,1375000,92686,LPG,Dealer,Manual,Second Owner
951,Honda Jazz VX,2017,300000,15000,Diesel,Individual,Manual,Third Owner
952,Renault Fluence 1.5,2013,400000,84000,Diesel,Individual,Manual,First Owner
953,Maruti Wagon R LXI,2012,400000,110000,Diesel,Individual,Manual,First Owner
954,Audi A6 2.0 TDI  Design Edition,2011,670000,70000,Petrol,Individual,Manual,Second Owner
955,Honda BRV i-DTEC V MT,2017,90000,74300,Diesel,Individual,Manual,First Owner
956,Tata Nexon 1.2 Revotron XM,2017,399000,55425,Diesel,Individual,Automatic,First Owner
957,Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,130000,48220,Diesel,Individual,Manual,First Owner
958,Maruti Alto K10 LXI,2012,800000,90000,Petrol,Individual,Manual,Second Owner
959,Tata Nano Lx BSIV,2005,575000,69000,Diesel,Individual,Automatic,First Owner
960,Audi Q5 2.0 TFSI Quattro Premium Plus,2012,2600000,100000,Diesel,Individual,Manual,First Owner
961,Chevrolet Cruze LTZ AT,2007,930000,76000,Petrol,Dealer,Manual,Second Owner
962,Chevrolet Spark 1.0 LS,2010,900000,80000,Diesel,Individual,Automatic,First Owner
963,Hyundai Grand i10 1.2 Kappa Sportz Option,2011,330000,35000,Diesel,Dealer,Manual,First Owner
964,Toyota Innova 2.5 G4 Diesel 7-seater,2017,300000,60000,Diesel,Individual,Manual,First Owner
965,Ford Aspire Titanium Plus BSIV,2013,170000,25000,Diesel,Individual,Manual,First Owner
966,Maruti Eeco 5 Seater AC BSIV,2007,200000,9000,Petrol,Individual,Manual,First Owner
967,BMW X5 xDrive 30d xLine,2014,60000,35000,Diesel,Individual,Manual,First Owner
968,Honda City 1.3 EXI,2018,80000,70000,Petrol,Individual,Manual,First Owner
969,Hyundai Venue SX Opt Diesel,2012,310000,50000,Petrol,Individual,Manual,First Owner
970,Hyundai Creta 1.6 SX Option,2011,515000,19000,Petrol,Individual,Manual,First Owner
971,Hyundai EON Era Plus,2006,670000,130000,Petrol,Individual,Manual,First Owner
972,Hyundai i10 Magna LPG,2013,350000,70000,Diesel,Individual,Manual,First Owner
973,Tata Indica Vista Aqua 1.4 TDI,2009,290000,106000,Diesel,Dealer,Manual,First Owner
974,Maruti Alto LXI,2017,140000,90000,Petrol,Individual,Manual,First Owner
975,Audi A6 2.0 TDI Premium Plus,2007,800000,74000,Petrol,Individual,Manual,First Owner
976,Hyundai Creta 1.6 CRDi SX Plus,2017,100000,90000,Petrol,Individual,Manual,First Owner
977,Honda WR-V i-VTEC VX,2010,325000,100000,Diesel,Individual,Manual,First Owner
978,Mahindra Bolero 2011-2019 SLE,2009,1400000,85000,Petrol,Individual,Manual,First Owner
979,Hyundai Santro Xing XK eRLX EuroIII,2007,425000,7000,Diesel,Individual,Manual,First Owner
980,Hyundai Santro Xing XO,2020,1300000,180000,Petrol,Individual,Automatic,First Owner
981,Tata Tiago XZA AMT,2007,800000,80000,Petrol,Individual,Manual,First Owner
982,Nissan Sunny XL D,2015,200999,5000,Diesel,Individual,Manual,First Owner
983,Maruti Vitara Brezza LDi,2012,1015000,89741,Diesel,Individual,Manual,First Owner
984,Mahindra XUV500 AT W10 FWD,2015,8900000,51000,Electric,Dealer,Manual,Second Owner
985,Audi A4 3.0 TDI Quattro,2010,450000,45974,Diesel,Individual,Manual,First Owner
986,Maruti Zen Estilo LXI BSIII,2011,1900000,66000,Petrol,Individual,Automatic,First Owner
987,Mahindra Scorpio S2 9 Seater,2012,450000,70000,Diesel,Individual,Manual,First Owner
988,Mahindra Bolero B4,2007,450000,71000,Diesel,Trustmark Dealer,Manual,Second Owner
989,Tata Nano Lx,2018,200000,74300,Petrol,Individual,Manual,First Owner
990,Toyota Fortuner 2.8 2WD AT BSIV,2013,135000,40000,Diesel,Dealer,Manual,First Owner
991,Maruti Swift ZXI BSIV,2015,35000,9000,Petrol,Dealer,Manual,Third Owner
992,Maruti Ertiga ZDI Plus,2014,770000,84000,Diesel,Individual,Manual,First Owner
993,Honda BR-V i-DTEC VX MT,2018,160000,40219,Diesel,Individual,Manual,First Owner
994,Ford Fiesta Classic 1.4 SXI Duratorq,2015,850000,30000,Diesel,Individual,Manual,First Owner
995,Hyundai Verna CRDi 1.6 AT EX,2019,60000,25000,Petrol,Individual,Manual,First Owner
996,Maruti Ciaz VDI SHVS,2017,900000,47000,Diesel,Dealer,Manual,Third Owner
997,Honda Mobilio S i DTEC,2012,281000,80000,Petrol,Individual,Manual,First Owner
998,Ford Fiesta 1.5 TDCi Titanium,2014,300000,95000,Diesel,Individual,Manual,First Owner
999,Hyundai Creta 1.6 CRDi SX Plus,2010,675000,1000,Petrol,Individual,Manual,First Owner
1000,Maruti Ciaz VDi Option SHVS,2018,1680000,67580,Diesel,Individual,Manual,Second Owner
1001,Fiat Grande Punto EVO 1.3 Active,2007,130000,110000,Diesel,Individual,Manual,First Owner
1002,Hyundai Grand i10 1.2 CRDi Sportz Option,2010,1650000,35000,Diesel,Individual,Manual,First Owner
1003,Nissan Micra Active XV S,2017,142000,30000,Petrol,Individual,Manual,First Owner
1004,Tata Indica Vista Aqua 1.4 TDI,2007,780000,50000,Petrol,Dealer,Manual,First Owner
1005,BMW 5 Series 520d Luxury Line,2003,725000,22288,Diesel,Individual,Automatic,First Owner
1006,Maruti Vitara Brezza ZDi,2016,170000,146000,Diesel,Individual,Manual,First Owner
1007,Ford Fiesta 1.4 ZXi TDCi ABS,2009,1100000,50000,Petrol,Individual,Manual,Second Owner
1008,Hyundai Verna 1.6 VTVT SX,2016,2650000,74000,Diesel,Individual,Manual,First Owner
1009,Mahindra Quanto C4,2011,969999,56000,Petrol,Dealer,Automatic,First Owner
1010,Maruti Ritz VXi,2015,925000,51500,Diesel,Individual,Manual,First Owner
1011,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2007,450000,70000,Petrol,Individual,Manual,First Owner
1012,Toyota Etios Liva GD,2007,260000,35000,Petrol,Individual,Manual,Third Owner
1013,Maruti Alto 800 VXI,2013,60000,40000,Petrol,Individual,Manual,First Owner
1014,Hyundai Xcent 1.2 Kappa SX,2010,79000,25000,Diesel,Individual,Manual,First Owner
1015,Ford Fiesta 1.6 Duratec EXI Ltd,2017,795000,65000,Diesel,Individual,Manual,First Owner
1016,Ford Aspire Titanium Plus Diesel BSIV,2017,650000,35000,Diesel,Individual,Manual,First Owner
1017,Hyundai Xcent 1.1 CRDi SX Option,2007,4000000,30000,Petrol,Individual,Manual,First Owner
1018,Audi A4 3.0 TDI Quattro,2013,52000,170000,Diesel,Dealer,Manual,First Owner
1019,Maruti Swift Dzire VDI,2012,500000,100000,Petrol,Individual,Manual,First Owner
1020,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2014,85000,90000,Petrol,Individual,Manual,First Owner
1021,Maruti Alto K10 2010-2014 VXI,2017,60000,80000,Diesel,Individual,Manual,First Owner
1022,Ford Figo Diesel Titanium,2014,425000,65000,Petrol,Dealer,Manual,First Owner
1023,Hyundai i20 Asta 1.2,2016,615000,41988,Diesel,Individual,Manual,First Owner
1024,Mahindra Bolero Power Plus Plus AC BSIV PS,2005,650000,112880,Diesel,Individual,Manual,Second Owner
1025,Maruti Wagon R VXI Minor,2006,420000,80659,Diesel,Individual,Automatic,Third Owner
1026,Toyota Etios 1.4 VXD,2019,2400000,65000,Diesel,Dealer,Manual,First Owner
1027,Hyundai Grand i10 Asta,2007,1451000,30000,Petrol,Individual,Manual,First Owner
1028,Tata Indica Vista Aqua 1.4 TDI,2007,295000,81000,Petrol,Individual,Manual,First Owner
1029,Honda Mobilio V i VTEC,2018,399000,72000,Diesel,Individual,Manual,First Owner
1030,Toyota Etios Liva GD,2007,600000,50000,Petrol,Dealer,Manual,First Owner
1031,Ford Fiesta Classic 1.4 SXI Duratorq,2007,70000,30000,Diesel,Individual,Manual,First Owner
1032,Hyundai Accent Executive,2012,750000,52000,Diesel,Individual,Manual,First Owner
1033,Maruti Omni LPG CARGO BSIII W IMMOBILISER,2015,620000,11240,Petrol,Dealer,Manual,Second Owner
1034,Honda City i DTEC VX,2017,550000,80000,Diesel,Individual,Manual,First Owner
1035,Nissan Micra XL,2008,600000,100000,Petrol,Individual,Manual,Second Owner
1036,Maruti Swift Dzire VDI,2015,75000,60000,Diesel,Individual,Manual,First Owner
1037,Ford Endeavour 3.2 Titanium AT 4X4,2010,330000,90000,Diesel,Individual,Manual,First Owner
1038,Toyota Innova 2.5 V Diesel 8-seater,2014,450000,60000,Diesel,Individual,Manual,First Owner
1039,Maruti Wagon R LXI Minor,2014,800000,50000,Petrol,Individual,Manual,Second Owner
1040,Maruti Swift Dzire LDI,2017,60000,90000,Diesel,Individual,Manual,First Owner
1041,Tata Nano Lx,2017,450000,80000,Diesel,Individual,Manual,First Owner
1042,Maruti Zen LX - BS III,2014,980000,270000,LPG,Individual,Manual,Fourth & Above Owner
1043,Maruti Celerio VDi,2014,450000,50000,Diesel,Individual,Manual,First Owner
1044,Tata Manza ELAN Quadrajet BS IV,2010,2500000,13500,Petrol,Dealer,Manual,First Owner
1045,Tata Manza Aura (ABS) Quadrajet BS IV,2010,1030000,19890,Petrol,Dealer,Manual,Second Owner
1046,Nissan Micra Active XV S,2016,670000,50000,Diesel,Individual,Manual,First Owner
1047,Hyundai i20 1.2 Spotz,2016,100000,15000,Diesel,Individual,Manual,First Owner
1048,Skoda Superb 1.8 TFSI MT,2014,155000,80000,Diesel,Dealer,Manual,First Owner
1049,Maruti Swift VDI,2007,375000,30000,Diesel,Individual,Manual,Third Owner
1050,Maruti Ertiga VXI ABS,2010,130000,25000,Petrol,Individual,Manual,Second Owner
1051,Nissan Terrano XL Plus 85 PS,2016,85000,63500,Diesel,Individual,Manual,First Owner
1052,Maruti Celerio VXI AMT BSIV,2017,999000,110000,Petrol,Individual,Manual,First Owner
1053,Tata Indica Vista Quadrajet LX,2002,3500000,11212,Petrol,Individual,Manual,Second Owner
1054,Honda Jazz S,2015,525000,80000,Diesel,Dealer,Manual,First Owner
1055,Hyundai Santro Xing XG eRLX Euro III,2007,850000,49824,Diesel,Individual,Manual,First Owner
1056,Hyundai Elite i20 Diesel Asta Option,2012,4950000,83411,Petrol,Individual,Manual,Second Owner
1057,Honda City i DTEC VX,2010,260000,5000,Petrol,Individual,Manual,First Owner
1058,Maruti Swift Dzire VDI,2016,60000,90000,Diesel,Individual,Manual,First Owner
1059,Chevrolet Optra Magnum 2.0 LT,2017,3899000,35000,Diesel,Individual,Manual,First Owner
1060,Mahindra Scorpio 2.6 CRDe,2012,795000,149000,Petrol,Dealer,Manual,First Owner
1061,Maruti Alto LX BSIII,2017,350000,90000,Diesel,Individual,Manual,First Owner
1062,Toyota Camry Hybrid,2017,98000,60000,Diesel,Individual,Manual,First Owner
1063,Honda Amaze S i-Dtech,2015,735000,80000,Petrol,Individual,Manual,First Owner
1064,Tata Indica Vista Quadrajet VX,2017,450000,7000,Petrol,Individual,Automatic,Second Owner
1065,Maruti Alto K10 LX,2014,300000,97700,Diesel,Individual,Manual,First Owner
1066,Tata Nano Twist XT,2007,300000,23000,Petrol,Individual,Manual,First Owner
1067,Volkswagen Polo Diesel Highline 1.2L,2015,120000,5000,Petrol,Individual,Manual,First Owner
1068,Ford Endeavour 4x4 XLT,2013,520000,77000,Petrol,Individual,Manual,First Owner
1069,Ford Figo 1.5P Titanium AT,2014,45000,40000,Diesel,Dealer,Manual,First Owner
1070,Mahindra XUV500 AT W10 FWD,2013,200000,100005,Petrol,Individual,Manual,First Owner
1071,Toyota Fortuner 4x2 AT,2007,760000,60000,Petrol,Individual,Manual,First Owner
1072,BMW X1 sDrive20d,2019,350000,4000,Petrol,Dealer,Manual,Second Owner
1073,Hyundai Xcent 1.1 CRDi Base,2017,400000,90000,Petrol,Dealer,Manual,First Owner
1074,Maruti Zen Estilo Sports,2014,770000,34600,Diesel,Individual,Automatic,First Owner
1075,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2019,69000,1010,Diesel,Individual,Manual,First Owner
1076,Mahindra Xylo D2 BS IV,2010,240000,40000,Petrol,Individual,Manual,First Owner
1077,Renault Duster 85PS Diesel RxL Optional,2010,160000,40000,Diesel,Individual,Manual,First Owner
1078,Toyota Innova 2.5 G (Diesel) 7 Seater,2011,880000,55000,Petrol,Trustmark Dealer,Manual,Second Owner
1079,Maruti Ertiga ZDI,2017,250000,38217,Diesel,Dealer,Manual,First Owner
1080,Tata Manza Club Class Quadrajet90 EX,2015,650000,39000,Diesel,Individual,Manual,Second Owner
1081,Hyundai i10 Sportz 1.2,2018,290000,70000,Diesel,Individual,Manual,Second Owner
1082,Maruti Baleno Zeta 1.2,2012,60000,15000,Diesel,Individual,Manual,Second Owner
1083,Maruti Alto LXi BSIII,2010,79000,35000,Diesel,Individual,Manual,First Owner
1084,Hyundai Verna VTVT 1.6 AT SX Option,2006,350000,40000,Diesel,Individual,Manual,Second Owner
1085,Skoda Rapid 1.5 TDI AT Ambition,2001,800000,60000,Diesel,Individual,Manual,First Owner
1086,Maruti Swift LXI Option,2015,227000,132343,Diesel,Individual,Manual,First Owner
1087,Hyundai Grand i10 CRDi Sportz,2014,300000,50000,Petrol,Individual,Automatic,First Owner
1088,Audi A4 3.0 TDI Quattro,2017,1900000,30000,Petrol,Individual,Manual,First Owner
1089,Maruti Ertiga VXI CNG,2008,85000,9000,Diesel,Individual,Manual,Fourth & Above Owner
1090,Audi A4 3.0 TDI Quattro,2017,650000,78000,Diesel,Individual,Manual,First Owner
1091,Volkswagen Jetta 2.0L TDI Highline AT,2007,541000,110000,Diesel,Individual,Manual,Third Owner
1092,Maruti Swift VXI,2016,60000,90000,Petrol,Individual,Manual,First Owner
1093,Mahindra XUV500 AT W8 FWD,2011,459999,84000,Petrol,Individual,Automatic,Third Owner
1094,Tata Indica LSI,2014,1580000,95000,Diesel,Individual,Manual,First Owner
1095,Volkswagen Vento 1.6 Highline,2015,841000,41000,Diesel,Individual,Automatic,Test Drive Car
1096,Chevrolet Enjoy 1.3 TCDi LS 8,2014,50000,57000,Diesel,Individual,Manual,First Owner
1097,Honda City i DTEC VX,2013,380000,65000,Diesel,Dealer,Manual,First Owner
1098,Maruti Zen Estilo Sports,2019,340000,17000,Diesel,Dealer,Automatic,Test Drive Car
1099,Chevrolet Optra Magnum 2.0 LT,2011,850000,58850,Petrol,Individual,Manual,First Owner
1100,Maruti Ertiga VDI,2017,140000,90000,Diesel,Dealer,Manual,First Owner
1101,Maruti Ritz VDi,2007,2500000,39000,Petrol,Dealer,Manual,First Owner
1102,Honda City 1.5 V MT,2007,100000,80000,Petrol,Individual,Manual,First Owner
1103,Mahindra TUV 300 mHAWK100 T8,2007,1490000,110000,Petrol,Individual,Manual,Second Owner
1104,Maruti SX4 Celebration Petrol,2017,450000,115000,Petrol,Individual,Manual,First Owner
1105,Maruti 800 Std,2017,800000,120000,Diesel,Individual,Automatic,Second Owner
1106,Hyundai Grand i10 Asta Option,2017,450000,100000,Petrol,Individual,Automatic,First Owner
1107,Hyundai i20 Asta (o),2007,195000,185000,Diesel,Dealer,Manual,First Owner
1108,Maruti Swift Dzire VDI,2014,300000,65000,Petrol,Individual,Manual,First Owner
1109,Hyundai Grand i10 Asta Option,2011,560000,68000,Diesel,Individual,Manual,Third Owner
1110,Chevrolet Beat Diesel LS,2010,280000,20000,Petrol,Individual,Manual,First Owner
1111,Maruti 800 AC Uniq,2019,1770000,125000,Petrol,Individual,Automatic,Third Owner
1112,Maruti Wagon R VXI Minor,2013,3100000,100000,Petrol,Individual,Manual,Second Owner
1113,Honda City i VTEC V,2013,60000,90000,Petrol,Individual,Manual,First Owner
1114,Maruti Alto LXi,2007,235000,99000,Diesel,Individual,Manual,First Owner
1115,Honda WR-V i-DTEC VX,2019,60000,80000,Diesel,Individual,Manual,First Owner
1116,Mahindra XUV500 W8 2WD,2010,280000,90000,Petrol,Individual,Manual,First Owner
1117,Maruti Wagon R LX BSIII,2014,145000,61083,Petrol,Dealer,Manual,First Owner
1118,Skoda Rapid 1.5 TDI Ambition,2007,60000,10500,Diesel,Individual,Manual,First Owner
1119,Honda City i DTEC VX,2010,60000,50000,Diesel,Individual,Manual,First Owner
1120,Ford EcoSport 1.5 TDCi Titanium BSIV,2016,280000,60000,Diesel,Individual,Manual,First Owner
1121,Maruti Wagon R VXI BSIII,2011,69000,75000,Petrol,Individual,Manual,First Owner
1122,Audi Q3 2.0 TDI Quattro Premium Plus,2012,80000,1100,Petrol,Dealer,Manual,First Owner
1123,Honda City VX MT,2006,60000,70000,Petrol,Individual,Manual,First Owner
1124,Hyundai EON 1.0 Era Plus,2017,110000,55340,Diesel,Individual,Manual,First Owner
1125,Maruti Swift Dzire VDI,2012,200000,80000,Petrol,Individual,Manual,First Owner
1126,Maruti Alto K10 VXI,2013,160000,30000,Petrol,Individual,Manual,First Owner
1127,Maruti Swift Ldi BSIV,2009,90000,110000,Diesel,Individual,Manual,First Owner
1128,Ford Figo Aspire Facelift,2007,90000,180000,Diesel,Individual,Manual,First Owner
1129,Maruti Swift ZXI BSIV,2017,450000,100000,Diesel,Individual,Manual,First Owner
1130,Hyundai i20 1.2 Spotz,2015,210000,100000,Diesel,Individual,Manual,First Owner
1131,Maruti Ignis 1.3 Delta,2009,650000,63500,Diesel,Individual,Automatic,First Owner
1132,Ford Fiesta Titanium 1.5 TDCi,2016,65000,60000,Diesel,Individual,Manual,First Owner
1133,Ford Ecosport Thunder Edition Diesel,2007,310000,77000,Petrol,Individual,Manual,First Owner
1134,Chevrolet Cruze LTZ AT,2010,380000,14500,Petrol,Dealer,Manual,First Owner
1135,Maruti Wagon R VXI,2009,290000,8000,Diesel,Individual,Manual,First Owner
1136,Volkswagen Polo Diesel Trendline 1.2L,2014,2600000,50000,Diesel,Individual,Manual,First Owner
1137,Ford Figo Aspire Facelift,2017,80000,70000,Petrol,Individual,Manual,First Owner
1138,Toyota Fortuner 4x2 AT,2016,2750000,17000,Diesel,Individual,Automatic,First Owner
1139,Maruti Swift VXI Deca,2015,120000,141000,Petrol,Individual,Manual,Second Owner
1140,Hyundai Santro Sportz BSIV,2012,875000,42743,Petrol,Dealer,Manual,First Owner
1141,Ford Endeavour Titanium 4X2,2017,596000,26500,Petrol,Individual,Manual,Second Owner
1142,Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2008,486000,92000,Diesel,Individual,Automatic,First Owner
1143,Hyundai EON 1.0 Era Plus,2007,420000,11918,Petrol,Individual,Manual,First Owner
1144,Fiat Linea T Jet Emotion,2008,150000,110000,Diesel,Individual,Manual,First Owner
1145,Maruti Eeco Smiles 5 Seater AC,2014,880000,180000,Petrol,Dealer,Manual,First Owner
1146,Maruti Eeco 7 Seater Standard BSIV,2017,219000,40000,Diesel,Individual,Manual,First Owner
1147,Chevrolet Cruze LT,2017,80000,110000,Petrol,Individual,Manual,First Owner
1148,Maruti 800 AC Uniq,2005,3800000,155000,Diesel,Individual,Automatic,Third Owner
1149,Hyundai Creta 1.6 CRDi SX Plus,2013,155000,100000,Diesel,Dealer,Manual,First Owner
1150,Tata Zest Quadrajet 1.3 XM,2015,750000,88470,Diesel,Individual,Manual,First Owner
1151,Fiat Linea T Jet Emotion,2010,350000,60000,Petrol,Individual,Manual,Second Owner
1152,BMW 3 Series 320d Luxury Line,2015,175000,146000,Diesel,Individual,Manual,First Owner
1153,Maruti Alto LXi,2014,650000,70000,Petrol,Dealer,Manual,First Owner
1154,Maruti Ertiga SHVS ZDI,2017,390000,80000,Diesel,Individual,Manual,First Owner
1155,Tata Indica LXI,2004,950000,68523,CNG,Individual,Manual,First Owner
1156,Hyundai Verna 1.6 SX VTVT (O),2018,800000,50000,Diesel,Individual,Manual,First Owner
1157,Maruti Wagon R DUO LPG,2007,100000,44000,Diesel,Individual,Manual,Third Owner
1158,BMW 3 Series 320d Luxury Line,2016,660000,9500,Petrol,Individual,Manual,Second Owner
1159,Datsun GO T BSIV,2017,400000,75000,Petrol,Dealer,Manual,Second Owner
1160,Toyota Corolla H6,2012,699000,1010,Petrol,Dealer,Manual,Third Owner
1161,Toyota Etios Liva 1.4 VD,2012,894999,89000,Diesel,Individual,Manual,Second Owner
1162,Chevrolet Beat Diesel PS,2015,50000,70000,Diesel,Individual,Manual,First Owner
1163,Hyundai i20 Asta 1.4 CRDi,2014,390000,50000,Petrol,Dealer,Manual,First Owner
1164,Maruti Wagon R LXI CNG,2006,785000,74000,Diesel,Individual,Automatic,Second Owner
1165,Nissan Sunny XL,2018,352000,110000,Petrol,Dealer,Manual,First Owner
1166,Tata Indica Vista Aura Plus 1.3 Quadrajet,2018,345000,50000,Petrol,Individual,Manual,Second Owner
1167,Toyota Innova 2.5 GX (Diesel) 7 Seater,2012,1490000,5000,Diesel,Individual,Manual,Second Owner
1168,Maruti Wagon R VXI BS IV,2007,350000,40000,Diesel,Individual,Manual,First Owner
1169,Maruti Ritz VDi,2016,625000,28000,Diesel,Individual,Manual,First Owner
1170,Ford Figo Titanium,2013,802000,7104,Diesel,Individual,Manual,First Owner
1171,Tata Indica Vista Quadrajet VX,2018,660000,60000,Diesel,Individual,Manual,First Owner
1172,Maruti Alto 800 LXI,2012,763000,172000,Diesel,Individual,Automatic,Second Owner
1173,Hyundai Santro Xing GLS,2013,495000,11200,Diesel,Dealer,Manual,First Owner
1174,Tata Indica DLS,2014,60000,110000,Diesel,Dealer,Manual,Second Owner
1175,Tata Tiago 1.2 Revotron XT,2014,85000,40000,Diesel,Individual,Manual,First Owner
1176,Maruti Zen Estilo 1.1 LXI BSIII,2011,69000,70000,Diesel,Individual,Manual,First Owner
